ברקוד,מותג,יצרן,שם מוצר,מועד עדכון ברקודים,סטאטוס סימון,category
7296073235767.0,"PL קליר כימיקליים בע""מ",שופרסל,ג'ל ניקוי אסלות 750מל,ברקודים חדשים,,Groceries
7296073235774.0,"PL קליר כימיקליים בע""מ",שופרסל,נוזל לניקוי אסלות 1ליטר,ברקודים חדשים,,Groceries
7296073236139.0,"""לולי חוות גבעות עולם בע",שופרסל,XL ביצים אורגניות שופרסל,ברקודים חדשים,,Groceries
7296073236306.0,"PL קליר כימיקליים בע""מ",שופרסל,אקונומיקה סופר מבושמת4ל,ברקודים חדשים,,Groceries
7296073236313.0,"PL קליר כימיקליים בע""מ",שופרסל,ג'ל אקונומיקה שופרסל 4ל,ברקודים חדשים,,Groceries
7296073236603.0,מחלבות רמת הגולן,שופרסל,"שמנת לבישול 15% 250 מ""ל שופרסל ",ברקודים חדשים,,Dairy
7296073236894.0,"סלטי שמיר 2006 בע""מ PL",שופרסל,סלט קולסלאו 400 גרם שופרסל,ברקודים חדשים,,Groceries
7296073236931.0,מיטב תעשיות רטבים PL,שופרסל,קליונז שופרסל  500 גרם שופרסל,ברקודים חדשים,,Groceries
7296073237556.0,שניב,שניב,ממחטות שופרסל חמישיה צבעוני(ורוד),ברקודים חדשים,,Groceries
7296073237556.0,"PL שניב בע""מ",שופרסל,'ממחטות אף 5*100 יח,ברקודים חדשים,V,Groceries
7296073237563.0,"PL שניב בע""מ",שופרסל,ממחטות אף שופרסל 7*100יח,ברקודים חדשים,V,Groceries
7296073237853.0,רוני רג'און,שופרסל,קפסולות קפה שופרסל סגול 10 יחידות PREMIUM שופרסל,ברקודים חדשים,,Groceries
7296073237860.0,רוני רג'און,שופרסל,קפסולות קפה שופרסל חום 10 יחידות PREMIUM שופרסל,ברקודים חדשים,,Groceries
7296073237877.0,רוני רג'און,שופרסל,קפסולות קפה שופרסל זהב 10 יחידות PREMIUM שופרסל,ברקודים חדשים,,Groceries
7296073237884.0,רוני רג'און,שופרסל,קפסולות קפה שופרסל שחור 10 יחידות PREMIUM שופרסל,ברקודים חדשים,,Groceries
7296073237891.0,רוני רג'און,שופרסל,קפסולות קפה שופרסל אדום 10 יחידות PREMIUM שופרסל,ברקודים חדשים,,Groceries
7296073240211.0,"PL שניב בע""מ",שופרסל,נייר טואלט דו שכבתי 32 ג,ברקודים חדשים,V,Kitchen
7296073240853.0,מנעמים ,שופרסל,"ופלים בטעם שוקולד 1 ק""ג שופרסל",ברקודים חדשים,,Groceries
7296073241386.0,PL ש.שוורץ,שופרסל,פטרולטום טהור שופרסל100מ,ברקודים חדשים,,Groceries
7296073241393.0,PL ש.שוורץ,שופרסל,טלק לכף רגל שופרסל200 מל,ברקודים חדשים,,Groceries
7296073241522.0,שניב,שניב,ממחטות שופרסל חמישיה לבן(תכלת),ברקודים חדשים,,Groceries
7296073241522.0,"PL שניב בע""מ",שופרסל,ממחטות אף 5*100 יח,ברקודים חדשים,V,Groceries
7296073241539.0,שניב,שניב,ממחטות שופרסל 100 בקופסא,ברקודים חדשים,,Groceries
7296073241539.0,"PL שניב בע""מ",שופרסל,ממחטות אף בקופסא 100 יח,ברקודים חדשים,V,Groceries
7296073241553.0,מחלבות רמת הגולן,שופרסל,"שוקו בשקית 6*225 מ""ל שופרסל",ברקודים חדשים,,Groceries
7296073241935.0,שניב,שניב,טואלט שופרסל 48,ברקודים חדשים,,Groceries
7296073241935.0,"PL שניב בע""מ",שופרסל,נייר טואלט סופר דיל 48גל,ברקודים חדשים,V,Kitchen
7296073242284.0,PL ש.שוורץ,שופרסל,"קרם ידיים שופרסל 100 מ""ל",ברקודים חדשים,,Groceries
7296073242291.0,PL ש.שוורץ,שופרסל,"קרם רגליים שופרסל 100מ""ל",ברקודים חדשים,,Groceries
7296073242314.0,PL ש.שוורץ,שופרסל,קרם חמצן 6% שופרסל60מ,ברקודים חדשים,,Groceries
7296073242321.0,PL ש.שוורץ,שופרסל,קרם חמצן 9% שופרסל 60 מל,ברקודים חדשים,,Groceries
7296073243731.0,מיה מוצרי מזון,שופרסל,ריבת חלב שופרסל 400 גרם,ברקודים חדשים,,Dairy
7296073244059.0,PL ש.שוורץ,שופרסל,ספריי החתלה לתינוק 100מל,ברקודים חדשים,,Groceries
7296073244066.0,PL ש.שוורץ,שופרסל,אבקת הבהרה לשיער 10גרם,ברקודים חדשים,,Groceries
7296073244806.0,"""לולי חוות גבעות עולם בע",שופרסל,18 גרין Sביצי חופש אורגנ,ברקודים חדשים,,Groceries
7296073246053.0,ויטה פרי גליל ,שופרסל,כרובית קפואה 800 גרם,ברקודים חדשים,,Groceries
7296073246053.0,ויטה פרי גליל ,שופרסל,כרובית מוקפאת 800 גרם שופרסל,ברקודים חדשים,,Groceries
7296073247494.0,PL דורום תעשיות מזון,שופרסל,רביולי גבינה ותרד 300 גר,ברקודים חדשים,,Dairy
7296073247500.0,PL דורום תעשיות מזון,שופרסל,רביולי גבינה 300 גרם,ברקודים חדשים,,Dairy
7296073247517.0,PL דורום תעשיות מזון,שופרסל,רביולי בטטה 300 גרם,ברקודים חדשים,,Groceries
7296073247524.0,PL דורום תעשיות מזון,שופרסל,רביולי גבינה ופטריות300ג,ברקודים חדשים,,Dairy
7296073254133.0,שמן זית אליעד,שמן זית אליעד,"ש.זית כתית מעולה - שופרסל פרמיום 750 מ""ל",ברקודים חדשים,,Groceries
7296073258902.0,רוני רג'און,שופרסל,קפסולות נטול  קפאין,ברקודים חדשים,,Groceries
7296073263166.0,PL גליל כימיקלים,שופרסל,מרכך בייבי מרוכז 1ל,ברקודים חדשים,,Bathroom
7296073263173.0,PL גליל כימיקלים,שופרסל,אבקת כביסה בייבי 2.5 קג,ברקודים חדשים,,Groceries
7296073265184.0,אשפלסט מסחר ותעשיות פלסט,שופרסל,שקיות אשפה ריחניות 40 יח,ברקודים חדשים,V,Kitchen
7296073265283.0,מחלבות רמת הגולן,שופרסל,משקה סויה וניל 1 ליטר,ברקודים חדשים,,Beverages
7296073265290.0,מחלבות רמת הגולן,שופרסל,משקה סויה מועשר 1 ליטר,ברקודים חדשים,,Beverages
7296073265306.0,מחלבות רמת הגולן,שופרסל,משקה סויה מתיקות מופחתת 1 ליטר,ברקודים חדשים,,Beverages
7296073265344.0,מחלבות רמת הגולן,שופרסל,חלב נטול לקטוז 3% 1 ליטר,ברקודים חדשים,,Dairy
7296073266228.0,אחדות PL,שופרסל,טחינה גולמית 500 גרם שופרסל,ברקודים חדשים,,Pantry
7296073266235.0,אחדות PL,שופרסל,"טחינה גולמית 1 ק""ג שופרסל",ברקודים חדשים,,Pantry
7296073266242.0,אחדות PL,שופרסל,טחינה גולמית משומשום מלא 500 גרם שופרסל,ברקודים חדשים,,Pantry
7296073266259.0,אחדות PL,שופרסל,טחינה מתובלת גולמית 500 גרם שופרסל,ברקודים חדשים,,Pantry
7296073266693.0,גניר,שופרסל,מיץ תפוזים אורגני אורגני 1 ליטר,ברקודים חדשים,,Beverages
7296073267065.0,"PL קומפלקס כימיקלים בע""מ",שופרסל,"מסיר שומנים 750 מ""ל",ברקודים חדשים,,Groceries
7296073267355.0,ביסקול,מפיץ שטראוס,שופרסל סטיביה 100 שקיות (כחול),ברקודים חדשים,מסמן בפועל,Kitchen
7296073268918.0,שניב,שניב,טואלט שופרסל 32 מהדורת אביב 2018,ברקודים חדשים,,Groceries
7296073268918.0,"PL שניב בע""מ",שופרסל,נ.מהדורה מיוחדת32גל,ברקודים חדשים,V,Groceries
7296073268925.0,שניב,שניב,טואלט שופרסל 16 כפול,ברקודים חדשים,,Groceries
7296073268925.0,"PL שניב בע""מ",שופרסל,נייר טואלט 16 גליל כפול,ברקודים חדשים,V,Kitchen
7296073270249.0,"PL שניב בע""מ",שופרסל,נייר מגבת שופרסל 12 גל,ברקודים חדשים,V,Kitchen
7296073270614.0,מנעמים ,שופרסל,"ופלים בטעם שוקולד 1.5 ק""ג שופרסל",ברקודים חדשים,,Groceries
7296073270980.0,מנעמים ,שופרסל,וופל לימון  ללא תוספת סוכר,ברקודים חדשים,,Groceries
7296073272236.0,רוני רג'און,שופרסל,קפסולות קרמל שופרסל ,ברקודים חדשים,,Groceries
7296073272441.0,מיטב תעשיות רטבים PL,שופרסל,"רוטב אלף האיים 450 מ""ל שופרסל",ברקודים חדשים,,Groceries
7296073272458.0,מיטב תעשיות רטבים PL,שופרסל,"רוטב אלף האיים לייט 450 מ""ל שופרסל",ברקודים חדשים,,Groceries
7296073272465.0,מיטב תעשיות רטבים PL,שופרסל,"רוטב שום 450 מ""ל שופרסל",ברקודים חדשים,,Groceries
7296073272472.0,מיטב תעשיות רטבים PL,שופרסל,"רוטב שום לייט 450 מ""ל שופרסל",ברקודים חדשים,,Groceries
7296073272489.0,מיטב תעשיות רטבים PL,שופרסל,"רוטב ויניגרט 450 מ""ל שופרסל",ברקודים חדשים,,Groceries
7296073272496.0,שניב,שניב,טואלט שופרסל 32 (תאית),ברקודים חדשים,,Groceries
7296073272496.0,"PL שניב בע""מ",שופרסל,נייר טואלט שופרסל 32 גל,ברקודים חדשים,V,Kitchen
7296073273448.0,PL ש.שוורץ,שופרסל,"ג'ל אלוורה שופרסל 100מ""ל",ברקודים חדשים,,Groceries
7296073273455.0,PL ש.שוורץ,שופרסל,תרסיס אלוורה שופרסל250מל,ברקודים חדשים,,Groceries
7296073280323.0,PL דורום תעשיות מזון,שופרסל,300 רביולי גבינה וכמהין,ברקודים חדשים,,Dairy
7296073280330.0,PL דורום תעשיות מזון,שופרסל,רביולי גבינה ופסטו 300 ג,ברקודים חדשים,,Dairy
7296073280354.0,PL דורום תעשיות מזון,שופרסל,רביולי גב.עיזים ובצל300ג,ברקודים חדשים,,Vegetables
7296073281849.0,PL א.משי תעשיות בע''מ,שופרסל,שמפו לשיער רגיל 750מל,ברקודים חדשים,,Bathroom
7296073281856.0,PL א.משי תעשיות בע''מ,שופרסל,שמפו לשיער יבש 750מל,ברקודים חדשים,,Bathroom
7296073281863.0,PL א.משי תעשיות בע''מ,שופרסל,שמפו לשיער מוחלק שופרסל,ברקודים חדשים,,Bathroom
7296073281870.0,PL א.משי תעשיות בע''מ,שופרסל,מרכך לשיער רגיל 750מל,ברקודים חדשים,,Bathroom
7296073281887.0,PL א.משי תעשיות בע''מ,שופרסל,מרכך לשיער יבש 750מל,ברקודים חדשים,,Bathroom
7296073281894.0,PL א.משי תעשיות בע''מ,שופרסל,מרכך לשיער מוחלק 750מל,ברקודים חדשים,,Bathroom
7296073281900.0,PL א.משי תעשיות בע''מ,שופרסל,קרם לחות לשיער יבש400מל,ברקודים חדשים,,Groceries
7296073281917.0,PL א.משי תעשיות בע''מ,שופרסל,"קרם לחות לשיער 7400מ""ל",ברקודים חדשים,,Groceries
7296073281924.0,PL א.משי תעשיות בע''מ,שופרסל,50 מסכה לשיער יבש שופרסל,ברקודים חדשים,,Groceries
7296073281931.0,PL א.משי תעשיות בע''מ,שופרסל,"מסכה לשיער מוחלק 500 מ""ל",ברקודים חדשים,,Groceries
7296073284963.0,גניר,שופרסל,"משק""ל בטעם תפוזים 1.5 ליטר שופרסל",ברקודים חדשים,,Groceries
7296073284970.0,גניר,שופרסל,"משק""ל בטעם אשכוליות 1.5 ליטר שופרסל",ברקודים חדשים,,Groceries
7296073284994.0,גניר,שופרסל,"משק""ל בטעם תפוח 1.5 ליטר שופרסל",ברקודים חדשים,,Fruits
7296073285007.0,גניר,שופרסל,"משק""ל בטעם ענבים 1.5 ליטר שופרסל",ברקודים חדשים,,Fruits
7296073285021.0,גניר,שופרסל,"משק""ל בטעם אשכוליות דייאט 1.5 ליטר שופרסל",ברקודים חדשים,,Groceries
7296073285427.0,אשפלסט מסחר ותעשיות פלסט,שופרסל,50/45 50שקיות,ברקודים חדשים,V,Kitchen
7296073286349.0,אשפלסט מסחר ותעשיות פלסט,שופרסל,65/5255שקיות אשפה,ברקודים חדשים,V,Kitchen
7296073286356.0,אשפלסט מסחר ותעשיות פלסט,שופרסל,92/7610שקיות אשפה,ברקודים חדשים,V,Kitchen
7296073286363.0,אשפלסט מסחר ותעשיות פלסט,שופרסל,75/9050שקיות אשפה בגליל,ברקודים חדשים,V,Kitchen
7296073286370.0,אשפלסט מסחר ותעשיות פלסט,שופרסל,שקיות רב שימושיות 100 יח,ברקודים חדשים,V,Kitchen
7296073286387.0,אשפלסט מסחר ותעשיות פלסט,שופרסל,שקיות רב שימושיות 200 יח,ברקודים חדשים,V,Kitchen
7296073286394.0,אשפלסט מסחר ותעשיות פלסט,שופרסל,52/65 100 שקיות אשפה,ברקודים חדשים,V,Kitchen
7296073286417.0,אשפלסט מסחר ותעשיות פלסט,שופרסל,52/65 60שקיות אשפה,ברקודים חדשים,V,Kitchen
7296073286912.0,PL-המברשת רוחמה,שופרסל,מטאטא צפע+מקל מתכת,ברקודים חדשים,,Groceries
7296073286936.0,PL-המברשת רוחמה,שופרסל,מטאטא עץ סינטטי+מקל מתכת,ברקודים חדשים,,Groceries
7296073286943.0,PL-המברשת רוחמה,שופרסל,מטאטא טופ +מקל מתכת,ברקודים חדשים,,Groceries
7296073286950.0,PL-המברשת רוחמה,שופרסל,מטאטא זנב סוס+ מקל עץ,ברקודים חדשים,,Groceries
7296073286981.0,PL-המברשת רוחמה,שופרסל,מטאטא באמפר+ מקל מתכת,ברקודים חדשים,,Groceries
7296073287018.0,PL-המברשת רוחמה,שופרסל,דלי שטיפה 12 ליטר +פיה,ברקודים חדשים,,Groceries
